profile_id,address_line_1,address_line_2,city,state,zip_code
B000498,12800 Saunders Road,,Anchorage,AK,99516
B000499,5556 West Northview Avenue,,Glendale,AZ,85301
B000500,3617 Oak Grove Circle,,Montgomery,AL,36116
B000501,2443 Sierra Nevada Road,#N5,Mammoth Lakes,CA,93546
B000502,10124 Watsonville Road,,Louisville,KY,40272
B000503,2441 Chase Park Drive,,Montgomery,AL,36110
B000504,28 Wayne Avenue,,Waltham,MA,02453
B000505,3605 Normandy Place South,,Nashville,TN,37209
B000506,25538 Calaroga Avenue,,Hayward,CA,94545
B000507,1521 159th Avenue,,San Leandro,CA,94578
B000508,344 Island Road,,Savannah,GA,31406
B000509,826 South Hancock Street,,Louisville,KY,40203
B000510,2212 Greenville Street,,Montgomery,AL,36107
B000511,325 East 7th Street,,Edmond,OK,73034
B000512,7 Maple Hill Road,,Aquinnah,MA,02535
B000513,73455 Twentynine Palms Highway,,Twentynine Palms,CA,92277
B000514,410 West 89th Avenue,,Anchorage,AK,99515
B000515,24147 Clinton Court,,Hayward,CA,94545
B000516,5620 Lilly Street,,Panama City,FL,32404
B000517,207 Spruce Street,,Manchester,CT,06040
B000518,236 Alden Road,,Hayward,CA,94541
B000519,467 North Mountain Ranch Road,,Fayetteville,AR,72704
B000520,2042 High Street,,Oakland,CA,94601
B000521,6244 Sun River Drive,,Sacramento,CA,95824
B000522,8801 Rosshire Drive,,Louisville,KY,40118
B000523,449 15th Street Northeast,,Washington,DC,20002
B000524,4385 Wares Ferry Road,,Montgomery,AL,36109
B000525,8546 North 59th Lane,#171,Glendale,AZ,85302
B000526,8262 Elvaton Road,,Millersville,MD,21108
B000527,7018 Russell Court,,Arvada,CO,80007
B000528,1353 West 27th Avenue,#APT 000004,Anchorage,AK,99503
B000529,1030 Lake Claire Drive,,Annapolis,MD,21409
B000530,10980 Splendor Loop,,Anchorage,AK,99577
B000531,36043 Soapberry Commons,,Fremont,CA,94536
B000532,419 Wabasso Avenue,,Louisville,KY,40209
B000533,2098 Lower Newton Street,,Saint Albans City,VT,05478
B000534,115 Waddell Road,,Manchester,CT,06040
B000535,463 East Rutgers Loop,,Montgomery,AL,36109
B000536,31130 Meadowbrook Avenue,,Hayward,CA,94544
B000537,8506 Laviento Drive,,Anchorage,AK,99515
B000538,19404 North 77th Avenue,,Glendale,AZ,85308
B000539,302 East Granada Street,,Fayetteville,AR,72703
B000540,9321 Amy Lane,,Panama City Beach,FL,32407
B000541,1156 Greenhill Road,,Arnold,MD,21012
B000542,30 Curtis Road,#509,Milton,MA,02186
B000543,904 Shepherd Street Northwest,,Washington,DC,20011
B000544,124 Crane Street,,Panama City,FL,32413
B000545,15847 West 74th Place,,Arvada,CO,80007
B000546,435 Granite Street,,Quincy,MA,02169
B000547,4418 Signal Hill Road,,Louisville,KY,40207
B000548,2285 Wold Run Drive,#1,Fayetteville,AR,72704
B000549,110 Castle Hill,,Manchester,CT,06040
B000550,8474 Chase Drive,,Arvada,CO,80003
B000551,4074 North Sunflower Circle,,Fayetteville,AR,72703
B000552,249 Yellow Leaf Circle,,Anchorage,AK,99504
B000553,8010 Holland Court,D,Arvada,CO,80005
B000554,1300 East Dowling Road,,Anchorage,AK,99518
B000555,189 Danforth Street,,Framingham,MA,01701
B000556,1011 Bell Avenue,,Glen Burnie,MD,21060
B000557,5224 Wasena Avenue,,Baltimore,MD,21225
B000558,7613 Yule Court,,Arvada,CO,80007
B000559,1243 Doris Avenue,,Pasadena,MD,21122
B000560,3504 East 5th Street,,Panama City,FL,32401
B000561,1 Dunsmuir Lane,,Savannah,GA,31411
B000562,1320 Dunbarton Road,,Montgomery,AL,36117
B000563,14524 Lodestar Drive,,Grass Valley,CA,95949
B000564,8404 West Myrtle Avenue,,Glendale,AZ,85305
B000565,620 Oakland Avenue,,Fayetteville,AR,72701
B000566,39 Cottage Street,,Athol,MA,01331
B000567,82 Lookout Mountain Drive,,Manchester,CT,06040
B000568,1635 Generals Highway,,Annapolis,MD,21401
B000569,555 North Dupont Avenue,#C-55,Nashville,TN,37115
B000570,2505 North Hampton Court,,Fayetteville,AR,72703
B000571,136 Acacia Drive,,Blue Lake,CA,95525
B000572,22825 North 74th Lane,,Glendale,AZ,85310
B000573,643 Farragut Street Northwest,,Washington,DC,20011
B000574,17 West 26th Circle,,Fayetteville,AR,72701
B000575,335 C Street Southeast,,Washington,DC,20003
B000576,1418 Paddocks Court,,Crownsville,MD,21032
B000577,2917 Miramar Drive,,Fayetteville,AR,72704
B000578,301 Argonaut Street,,Panama City Beach,FL,32413
B000579,12901 Mission Circle,,Anchorage,AK,99516
B000580,3013 Sprowl Road,#4,Jeffersontown,KY,40299
B000581,5929 West Via Montoya Drive,,Glendale,AZ,85310
B000582,325 Joseph Circle,,Southport,FL,32409
B000583,922 Urciolo Court,,Annapolis,MD,21401
B000584,2212 Daffin Drive,,Savannah,GA,31404
B000585,1401 Cordova Street,#APT 000006,Anchorage,AK,99501
B000586,8064 Claytie Circle,,Nashville,TN,37221
B000587,566 Middle Turnpike East,,Manchester,CT,06040
B000588,93 Hamlin Street,,Manchester,CT,06040
B000589,123 Remember Baker Lane,,Hartford,VT,05001
B000590,125 Connors Street,#516,Gardner,MA,01440
B000591,2315 Chestnut Street,,Montgomery,AL,36107
B000592,2716 30th Street Southeast,,Washington,DC,20020
B000593,2406 Lindbergh Drive,,Louisville,KY,40208
B000594,2035 Ninth Street,R A,Berkeley,CA,94710
B000595,34 Holyoke Road,,Manchester,CT,06040
B000596,2276 West Woodley Square,,Montgomery,AL,36116
B000597,20251 North 75th Avenue,#1046,Glendale,AZ,85308
B000598,72 Bentley Avenue,,Poultney,VT,05764
B000599,2807 Huxley Place,,Fremont,CA,94555
B000600,7772 West Palmaire Avenue,,Glendale,AZ,85303
B000601,82 Linnmore Drive,,Manchester,CT,06040
B000602,882 Plantation Way,,Montgomery,AL,36117
B000603,8150 North 61st Avenue,#3128,Glendale,AZ,85302
B000604,503 Orchard Road,,Glen Burnie,MD,21061
B000605,3616 Echo Lane,,Nashville,TN,37218
B000606,376 Whites Road,,Wilmington,VT,05363
B000607,322 East Taylor Street,#1103,Savannah,GA,31401
B000608,605 Main Street,,Watertown,MA,02472
B000609,238 West Rock Street,#4,Fayetteville,AR,72701
B000610,1819 Q Street Southeast,,Washington,DC,20020
B000611,1261 Sioux Terrace,,Nashville,TN,37115
B000612,7002 Secrest Court,,Arvada,CO,80007
B000613,169 Avenida Drive,M,Berkeley,CA,94708
B000614,6095 Terry Lane,,Golden,CO,80403
B000615,3620 Colmar Drive,,Louisville,KY,40211
B000616,8820 Vaughn Road,,Montgomery,AL,36117
B000617,113 Hammarlee Road,,Glen Burnie,MD,21060
B000618,281 MacArthur Boulevard,,Oakland,CA,94610
B000619,8159 West 81st Avenue,,Arvada,CO,80005
B000620,512 North Center Avenue,,Panama City,FL,32401
B000621,4876 Norris Road,,Fremont,CA,94536
B000622,8378 Cole Street,,Arvada,CO,80005
B000623,2406 Brighton Drive,,Louisville,KY,40205
B000624,19 Heritage,,Oakland,CA,94605
B000625,6228 West Larkspur Drive,,Glendale,AZ,85304
B000626,2504 Longest Avenue,,Louisville,KY,40204
B000627,3 Mad Anthony Lane,,Savannah,GA,31411
B000628,2248 South Sutherland Drive,,Montgomery,AL,36116
B000629,330 Michell Court,,Livermore,CA,94551
B000630,6748 West San Juan Avenue,,Glendale,AZ,85303
B000631,1734 Tamarack Street Northwest,,Washington,DC,20012
B000632,915 Arkansas Avenue,,Lynn Haven,FL,32444
B000633,116 Queens Lane,,Nashville,TN,37218
B000634,8 Linden Circle,,Somerville,MA,02143
B000635,4 Chamois Court,,Pooler,GA,31322
B000636,6941 West 87th Way,,Arvada,CO,80003
B000637,354 North University Avenue,,Fayetteville,AR,72701
B000638,6145 East Castro Valley Boulevard,,Castro Valley,CA,94552
B000639,1401 Saint George Avenue,,Moore,OK,73160
B000640,1713 Arrow Cove Lane,,Annapolis,MD,21401
B000641,56 Gardner Street,,Manchester,CT,06040
B000642,327 Idlewylde Drive,#3,Louisville,KY,40206
B000643,18789 Crane Avenue,,Castro Valley,CA,94546
B000644,814 East 10th Court,,Panama City,FL,32401
B000645,6431 Shattuck Avenue,B,Oakland,CA,94609
B000646,4719 Bayou Bluff Trail,,Lynn Haven,FL,32444
B000647,24 Lambert Street,,Medford,MA,02155
B000648,1318 35th Street Northwest,,Washington,DC,20007
B000649,4807 North Grove Avenue,,Warr Acres,OK,73122
B000650,4408 Bonaparte Boulevard,,Midwest City,OK,73110
B000651,73 Twin Hills Drive,,Longmeadow,MA,01106
B000652,34 Harris Street,#6,Brookline,MA,02446
B000653,22352 North 67th Drive,,Glendale,AZ,85310
B000654,11522 Country Spring Court,,Cupertino,CA,95014
B000655,21 Soling Avenue,,Savannah,GA,31419
B000656,302 Mcmillin Street,,Nashville,TN,37203
B000657,129 Grant Street,,Redlands,CA,92373
B000658,3035 South Highway A1A,#3B,Melbourne Beach,FL,32951
B000659,1637 Acre Circle,,Panama City Beach,FL,32407
B000660,130 West Brown Road,,Mesa,AZ,85201
B000661,2632 Jackson Street East,,Carson,CA,90810
B000662,4503 North Council Road,,Bethany,OK,73008
B000663,119 Redwood Road,,Manchester,CT,06040
B000664,5721 Frank Hough Road,,Panama City,FL,32404
B000665,2917 Danzig Place,#102,Louisville,KY,40245
B000666,26563 Chisholm Court,,Hayward,CA,94544
B000667,4221 East Mission Boulevard,,Fayetteville,AR,72703
B000668,6021 Yarrow Street,#A1,Arvada,CO,80004
B000669,7102 North 43rd Avenue,#160,Glendale,AZ,85301
B000670,3386 Sudlersville South,,Laurel,MD,20724
B000671,6022 West Alice Avenue,#3,Glendale,AZ,85302
B000672,580 Hollow Wood Road,,Montgomery,AL,36109
B000673,435 East 5th Avenue,,Anchorage,AK,99501
B000674,6713 Holt Road,,Nashville,TN,37211
B000675,5605 North Terry Avenue,,Oklahoma City,OK,73111
B000676,412 West Ila Street,,Fayetteville,AR,72701
B000677,9403 Fairground Road,,Louisville,KY,40291
B000678,6049 Quail Street,,Arvada,CO,80004
B000679,17 Hillcrest Road,,Rutland,VT,05701
B000680,424 Callan Avenue,#216,San Leandro,CA,94577
B000681,105 Gilmore Street,,Glen Burnie,MD,21061
B000682,910 Arlington Terrace,,Fayetteville,AR,72701
B000683,2204 7th Street Road,#12,Louisville,KY,40208
B000684,11 North Vineyard Drive,,Pueblo West,CO,81007
B000685,3505 Albee Drive,,Nashville,TN,37076
B000686,689 Stableway Road,,Pike Road,AL,36064
B000687,102 East Cydnee Street,,Fayetteville,AR,72703
B000688,208 Towne Lake Way,,Pooler,GA,31322
B000689,2555 West 69th Court,,Anchorage,AK,99502
B000690,58 Rice Street Southwest,,Washington,DC,20032
B000691,2961 Vinson Road,,Montgomery,AL,36110
B000692,172 Chestnut Street,,Lynn,MA,01902
B000693,307 Meadowood Court,,Lynn Haven,FL,32444
B000694,403 Turkey Creek Road,,Mathews,AL,36052
B000695,11 Rosewood Lane,,Essex,VT,05452
B000696,102 Old Depot Road,#14,Farmington,AR,72730
B000697,9 Pierce Road,,Watertown,MA,02472
B000698,15254 North 52nd Avenue,,Glendale,AZ,85306
B000699,11140 West 60th Avenue,,Arvada,CO,80004
B000700,803 18th Avenue South,,Nashville,TN,37203
B000701,918 Cheryl Ann Circle,,Hayward,CA,94544
B000702,1328 Jenks Avenue,,Panama City,FL,32401
B000703,2201 Marks Mill Lane,,Fayetteville,AR,72703
B000704,12371 Atlanta Highway,,Montgomery,AL,36117
B000705,3437 Sommerville Drive,,Montgomery,AL,36111
B000706,829 Dunbarton Road,,Montgomery,AL,36117
B000707,8 Kozera Avenue,,Hadley,MA,01035
B000708,89 High Ledge Circle,,Manchester,CT,06040
B000709,35 Lakewood Circle South,,Manchester,CT,06040
B000710,2222 Martin Luther King Junior Boulevard,,Fayetteville,AR,72701
B000711,1720 Quacco Road,A,Pooler,GA,31322
B000712,116 Jourdan Street,,Hinesburg,VT,05461
B000713,2507 R Street Southeast,,Washington,DC,20020
B000714,4719 West Cochise Drive,,Glendale,AZ,85302
B000715,1838 Crofton Parkway,,Crofton,MD,21114
B000716,26 Seaman Circle,,Manchester,CT,06040
B000717,2572 Drake Street,,Montgomery,AL,36108
B000718,4231 Miramonte Way,,Union City,CA,94587
B000719,2508 Grant Avenue,,Panama City,FL,32405
B000720,6505 South Lagoon Drive,,Panama City Beach,FL,32408
B000721,2032 Gorgas Street,,Montgomery,AL,36106
B000722,1129 I Street,,Anchorage,AK,99501
B000723,5201 North Miller Avenue,,Oklahoma City,OK,73112
B000724,1987 Boxer Court,,San Lorenzo,CA,94580
B000725,3219 Lakeshore Drive,,Nashville,TN,37138
B000726,415 West 42nd Street,,Savannah,GA,31401
B000727,5792 Owl Hill Avenue,,Santa Rosa,CA,95409
B000728,6816 West 84th Circle,#42,Arvada,CO,80003
B000729,1900 West Virginia Avenue Northeast,,Washington,DC,20002
B000730,2936 State Avenue,,Panama City,FL,32405
B000731,2604 13th Street,,Savannah,GA,31408
B000732,10304 North 179th Drive,,Waddell,AZ,85355
B000733,8142 Mallard Shore Drive,,Laurel,MD,20724
B000734,653 Stratton Arlington Road,,Stratton,VT,05360
B000735,2414 Parker Street,#R 16,Berkeley,CA,94704
B000736,43 Westminster Street,,Pittsfield,MA,01201
B000737,422 C Street Northeast,,Washington,DC,20002
B000738,535 Saddlewood Lane,,Montgomery,AL,36109
B000739,7910 West Krall Street,,Glendale,AZ,85303
B000740,1600 20th Street Northwest,,Washington,DC,20009
B000741,1217 Bay Street,#318-A,Tybee Island,GA,31328
B000742,7645 Marshall Street,,Arvada,CO,80003
B000743,717 Joseph Avenue,,Nashville,TN,37207
B000744,2106 Standard Avenue,,Louisville,KY,40210
B000745,316 20th Street Northeast,,Washington,DC,20002
B000746,227 West Montgomery Cross Road,#736,Savannah,GA,31406
B000747,310 12th Avenue,,Santa Cruz,CA,95062
B000748,2685 California Street,#APT 305,Mountain View,CA,94040
B000749,6460 Vermont 113,,Vershire,VT,05079
B000750,8404 South Villa Avenue,,Oklahoma City,OK,73159
B000751,7030 West Krall Street,,Glendale,AZ,85303
B000752,189 Dalton Avenue,,Pittsfield,MA,01201
B000753,2455 Manchester Drive,,The Village,OK,73120
B000754,2405 230th Street,,Pasadena,MD,21122
B000755,589 East Main Street,,Newport,VT,05855
B000756,1520 H Street Northwest,,Washington,DC,20006
B000757,4603 Grant Street Northeast,,Washington,DC,20019
B000758,171 Brickhill Circle,,Pooler,GA,31322
B000759,607 North 46th Avenue,,Fayetteville,AR,72704
B000760,9134 Brook Park Drive,,Montgomery,AL,36117
B000761,2134 West Mills Drive,,Orange,CA,92868
B000762,2 Cockle Shell Road,,Savannah,GA,31419
B000763,1431 King George Boulevard,#21-C,Savannah,GA,31419
B000764,1804 Calhoun Avenue,,Panama City,FL,32405
B000765,23 Florida Avenue Northeast,,Washington,DC,20002
B000766,5630 Silverado Way,#STE A8,Anchorage,AK,99518
B000767,11300 Lillian Lane,,Anchorage,AK,99515
B000768,2209 East Manor Drive,,Fayetteville,AR,72701
B000769,8325 Northwest 19th Street,,Oklahoma City,OK,73127
B000770,6925 Lariat Lane,,Castro Valley,CA,94552
B000771,6721 Boundary Run,,Nashville,TN,37221
B000772,1700 William E Summers III Avenue,#201,Louisville,KY,40211
B000773,14 6th Street,#1,Medford,MA,02155
B000774,11865 West 74th Avenue,,Arvada,CO,80005
B000775,912 Countryside Lane,,Montgomery,AL,36117
B000776,6080 Frontier Lane,,Nashville,TN,37211
B000777,1124 Bluewillow Court,,Nashville,TN,37013
B000778,17722 North 79th Avenue,#1135,Glendale,AZ,85308
B000779,6 Oak Street,,Town of Rockingham,VT,05101
B000780,1537 Northwest 123rd Street,,Oklahoma City,OK,73120
B000781,10001 Pheasant Lane,,Oklahoma City,OK,73162
B000782,10340 West 62nd Place,,Arvada,CO,80004
B000783,52 Oleary Drive,,Manchester,CT,06040
B000784,15082 North 59th Avenue,#111,Glendale,AZ,85306
B000785,7047 Vinson Road,,Panama City,FL,32413
B000786,200 Edson Road,,Windham,VT,05359
B000787,150 Manistee Drive,,Panama City Beach,FL,32413
B000788,2335 Orchard View Lane,,Escondido,CA,92027
B000789,65 Clark Street,#2,Newton,MA,02459
B000790,18318 Pioneer Drive,,Anchorage,AK,99577
B000791,110 Elmwood Avenue,,Barre,VT,05641
B000792,4800 Huffman Road,,Anchorage,AK,99516
B000793,8219 Minor Lane,#9,Louisville,KY,40219
B000794,10129 Spring Gate Drive,,Louisville,KY,40241
B000795,65 Arcellia Drive,,Manchester,CT,06042
B000796,12460 West Solano Drive,,Litchfield Park,AZ,85340
B000797,618 Watts Street,,Montgomery,AL,36104
B000798,5805 Armada Drive,,Carlsbad,CA,92008
B000799,1644 Queenstown Road,,Nichols Hills,OK,73116
B000800,143 Main Street,,Manchester,CT,06042
B000801,226 Tranquility Lane,,Saint Albans Town,VT,05488
B000802,831 21st Street Northeast,,Washington,DC,20002
B000803,22825 Paseo Place,,Hayward,CA,94541
B000804,2902 Flint Street,,Union City,CA,94587
B000805,919 Windsor Avenue,,Annapolis,MD,21403
B000806,6041 North 72nd Lane,,Glendale,AZ,85303
B000807,163 Highwood Drive,,Manchester,CT,06040
B000808,1334 East 14th Avenue,#APT 000004,Anchorage,AK,99501
B000809,223 Goose Pond Road,,Fairfax,VT,05454
B000810,1021 North Center Avenue,,Panama City,FL,32401
B000811,1559 Alabama Avenue Southeast,,Washington,DC,20032
B000812,1238 Roanwood Way,,Concord,CA,94521
B000813,2068 Happy Lane,,Crofton,MD,21114
B000814,5378 Allison Street,#102,Arvada,CO,80002
B000815,4604 Virginia Loop Road,,Montgomery,AL,36116
B000816,7711 North 51st Avenue,#1180,Glendale,AZ,85301
B000817,343 Daman Drive,,Montgomery,AL,36108
B000818,3623 Chateau Lane,,Louisville,KY,40219
B000819,2619 North Quality Lane,#315,Fayetteville,AR,72703
B000820,5334 West Northern Avenue,#327,Glendale,AZ,85301
B000821,3835 Oakes Drive,,Hayward,CA,94542
B000822,295 Townes Drive,,Nashville,TN,37211
B000823,125 13th Street Northeast,,Washington,DC,20002
B000824,7308 Northwest 119th Street,,Oklahoma City,OK,73162
B000825,1911 East 58th Avenue,,Anchorage,AK,99507
B000826,22649 McManus Drive,,Anchorage,AK,99567
B000827,4617 East 3rd Street,,Panama City,FL,32404
B000828,6436 Stoney Point Road,,Panama City,FL,32404
B000829,2577 Rhode Island Avenue Northeast,,Washington,DC,20018
B000830,44 Campfield Road,,Manchester,CT,06040
B000831,7132 South Villa Avenue,,Oklahoma City,OK,73159
B000832,107 West Canton Circle,,Springfield,MA,01104
B000833,14358 West 88th Place,C,Arvada,CO,80005
B000834,2100 Sandy Creek Trail,,Edmond,OK,73013
B000835,6404 West 82nd Drive,,Arvada,CO,80003
B000836,1609 Porter Avenue,,Nashville,TN,37206
B000837,8421 Thomas Drive,#4,Panama City,FL,32408
B000838,116 Frost Park,,Hartford,VT,05001
B000839,132 Tensaw Road,,Montgomery,AL,36117
B000840,3147 West Old Farmington Road,,Fayetteville,AR,72704
B000841,3538 Mendenhall Court,,Pleasanton,CA,94588
B000842,1623 Mines Road,,Lowell,VT,05847
B000843,99 Pond Avenue,#606,Brookline,MA,02445
B000844,557 West Willoughby Road,,Fayetteville,AR,72701
B000845,309 Brooke Court,,Panama City,FL,32404
B000846,4696 Bull Run Road,,Ashland City,TN,37015
B000847,18330 North 79th Avenue,#3155,Glendale,AZ,85308
B000848,5601 West Missouri Avenue,#165,Glendale,AZ,85301
B000849,2903 West 31st Avenue,#APT 000002,Anchorage,AK,99517
B000850,2611 Bluefield Avenue,,Nashville,TN,37214
B000851,203 East Gwinnett Street,,Savannah,GA,31401
B000852,3517 S Street Northwest,,Washington,DC,20007
B000853,1123 Ardee Avenue,,Nashville,TN,37216
B000854,3811 W Street Southeast,,Washington,DC,20020
B000855,2130 Loren Circle,,Fayetteville,AR,72701
B000856,4 Orchard Street,,Manchester,CT,06040
B000857,4755 Coventry Road,,Montgomery,AL,36116
B000858,1806 Boscobel Street,,Nashville,TN,37206
B000859,7034 West John Garrison Road,,Fayetteville,AR,72704
B000860,233 Juniper Drive,,South Burlington,VT,05403
B000861,1831 Frankford Avenue,,Panama City,FL,32405
B000862,4924 West 65th Avenue,,Arvada,CO,80003
B000863,7095 Gladiola Street,,Arvada,CO,80004
B000864,7564 Moore Court,,Arvada,CO,80005
B000865,8442 Everett Way,A,Arvada,CO,80005
B000866,1330 West 82nd Avenue,,Anchorage,AK,99518
B000867,4907 Roger Drive,,Anchorage,AK,99507
B000868,123 Blossom Road,,Westport,MA,02790
B000869,915 Hargrove Street,,Ardmore,OK,73401
B000870,1983 Reidsville Street,,Annapolis,MD,21401
B000871,12403 Deerfield Road,,Savannah,GA,31419
B000872,1011 Devon Drive,,Hayward,CA,94542
B000873,5222 West Laurie Lane,,Glendale,AZ,85302
B000874,35 Pilgrim Lane,,Manchester,CT,06040
B000875,2728 Hale Avenue,,Louisville,KY,40211
B000876,65 Lowry Road,,Falmouth,MA,02540
B000877,302 Depot Road,,Boxborough,MA,01719
B000878,1402 Maggies Way,,Waterbury Center,VT,05677
B000879,81 Lyness Street,,Manchester,CT,06040
B000880,6518 Dolphin Court,,Glen Burnie,MD,21061
B000881,1842 West Park Place,,Oklahoma City,OK,73106
B000882,1 Pond View Road,,Proctor,VT,05765
B000883,1340 5th Street Northwest,,Washington,DC,20001
B000884,6000 Parker Drive,,Deale,MD,20751
B000885,822 Bowden Street,,Savannah,GA,31415
B000886,1710 East Harold Street,,Fayetteville,AR,72703
B000887,1518 Jenks Avenue,,Panama City,FL,32405
B000888,814 South Pickard Avenue,,Norman,OK,73069
B000889,100 Fenwick Village Drive,,Savannah,GA,31419
B000890,218 Middle Street,,Brighton,VT,05846
B000891,5470 Atlanta Highway,,Montgomery,AL,36109
B000892,43 Main Street,,Essex,VT,05452
B000893,804 East 7th Court,,Panama City,FL,32401
B000894,1709 Queensbury Road,,Moore,OK,73160
B000895,646 Clinton Street,,Montgomery,AL,36108
B000896,708 Pine Drift Drive,,Odenton,MD,21113
B000897,5104 West Tierra Buena Lane,,Glendale,AZ,85306
B000898,1234 Carmel Street,,Madera,CA,93638
B000899,1753 Zion Road,#E33,Fayetteville,AR,72703
B000900,22538 6th Street,,Hayward,CA,94541
B000901,415 Lullwater Drive,,Panama City Beach,FL,32413
B000902,219 Bidwell Street,,Manchester,CT,06040
B000903,4500 Margalo Avenue,,Bakersfield,CA,93313
B000904,8380 West 67th Avenue,,Arvada,CO,80004
B000905,2334 Nantucket Drive,,Crofton,MD,21114
B000906,720 East Muhammad Ali Boulevard,,Louisville,KY,40202
B000907,12022 Town Park Circle,,Anchorage,AK,99577
B000908,2305 Ranchland Drive,,Savannah,GA,31404
B000909,1656 Newton Street Northwest,,Washington,DC,20010
B000910,91 85th Avenue,,Fayetteville,AR,72704
B000911,228 Central Street,,Milford,MA,01757
B000912,20 Masters Way,,Manchester,CT,06040
B000913,5396 North Reese Avenue,,Fresno,CA,93722
B000914,28 Wilfred Road,,Manchester,CT,06040
B000915,200 Pheasant Avenue,#103,Louisville,KY,40118
B000916,1650 Garland Avenue,,Fayetteville,AR,72703
B000917,4600 Ritchie Highway,,Baltimore,MD,21225
B000918,733 East DeRenne Avenue,,Savannah,GA,31405
B000919,8349 West Stella Way,,Glendale,AZ,85305
B000920,33 Pond Avenue,#804,Brookline,MA,02445
B000921,9 Kimball Court,#107,Burlington,MA,01803
B000922,2433 Southwest 36th Street,,Oklahoma City,OK,73109
B000923,4607 Artelia Drive,,Nashville,TN,37013
B000924,212 Ambleside Drive,,Severna Park,MD,21146
B000925,8757 Lamar Circle,,Arvada,CO,80003
B000926,130 Carolina Cherry Circle,,Pooler,GA,31322
B000927,7804 Abercorn Street,#11,Savannah,GA,31406
B000928,12870 Old Seward Highway,#STE 000105,Anchorage,AK,99515
B000929,8133 Meadowgreen Place,,Louisville,KY,40299
B000930,5 Meadow Lane,,Rutland,VT,05701
B000931,562 South Pierremont Drive,,Fayetteville,AR,72701
B000932,1219 Carleton Street,M,Berkeley,CA,94702
B000933,1403 Boulder Court,,Hanover,MD,21076
B000934,122 Coral Drive,,Panama City Beach,FL,32413
B000935,1404 James Way,,Edgewater,MD,21037
B000936,4300 Woodley Square,,Montgomery,AL,36116
B000937,422 Richmond Street,,El Cerrito,CA,94530
B000938,222 Plymouth Street,A,Middleborough,MA,02346
B000939,451 East Street,,Huntington,VT,05462
B000940,9209 Eupora Court,,Jeffersontown,KY,40299
B000941,4 Conti Circle,,Barre,VT,05641
B000942,5264 Shafter Avenue,,Oakland,CA,94618
B000943,1630 Eton Way,,Crofton,MD,21114
B000944,5244 West Port Au Prince Lane,,Glendale,AZ,85306
B000945,1835 Pointer Lane,,Fayetteville,AR,72701
B000946,107 Laurel Green Court,,Savannah,GA,31419
B000947,7250 Urban Drive,,Arvada,CO,80005
B000948,12 Kane Road,,Manchester,CT,06040
B000949,4132 Northwest 57th Street,,Oklahoma City,OK,73112
B000950,10774 West 54th Lane,,Arvada,CO,80002
B000951,6729 North 54th Avenue,,Glendale,AZ,85301
B000952,6483 West 76th Avenue,,Arvada,CO,80003
B000953,5732 Jean Drive,,Union City,CA,94587
B000954,8221 Surf Drive,,Panama City,FL,32408
B000955,9101 Vanguard Drive,,Anchorage,AK,99507
B000956,18713 Shilstone Way,,Edmond,OK,73012
B000957,51185 Helmsman Street,,Kenai,AK,99611
B000958,128 East Oak Street,#3,Louisville,KY,40203
B000959,1222 Arcade Boulevard,,Sacramento,CA,95815
B000960,1405 Mercedes Avenue,APARTMENT G,Panama City,FL,32401
B000961,7024 Johnny Mercer Boulevard,,Savannah,GA,31410
B000962,3600 Pennsylvania Avenue,#APT 6,Fremont,CA,94536
B000963,312 North Cove Boulevard,,Panama City,FL,32401
B000964,3118 Sora Avenue,,Louisville,KY,40213
B000965,6420 Via Baron,,Rancho Palos Verdes,CA,90275
B000966,3321 Furman Boulevard,,Louisville,KY,40220
B000967,98 Lincoln Street,,Revere,MA,02151
B000968,984 Greendale Avenue,,Needham,MA,02492
B000969,239 Eastern Avenue,,Fayetteville,AR,72701
B000970,1106 Commanders Way South,,Annapolis,MD,21409
B000971,4927 Alvin Sperry Road,,Mount Juliet,TN,37122
B000972,1632 North Lunsford Avenue,,Fayetteville,AR,72701
B000973,2349 East Tall Oaks Drive,,Fayetteville,AR,72703
B000974,2036 Hermitage Hills Drive,,Gambrills,MD,21054
B000975,119 Oakland Street,,Manchester,CT,06042
B000976,37675 Fremont Boulevard,#APT 42,Fremont,CA,94536
B000977,3104 Southwest 46th Street,,Oklahoma City,OK,73119
B000978,2036 Gorgas Street,,Montgomery,AL,36106
B000979,11102 Little Rock Court,,Louisville,KY,40241
B000980,46 Deslauriers Street,,Chicopee,MA,01020
B000981,12 Red Fox Drive,,Savannah,GA,31419
B000982,503 Blackwood Terrace Southeast,,Calhoun,GA,30701
B000983,2223 North Fernwood Court,,Savannah,GA,31404
B000984,5444 Nicole Boulevard,,Panama City,FL,32404
B000985,849 East Victoria Street,#204,Carson,CA,90746
B000986,445 South Potomac Circle,,Aurora,CO,80012
B000987,201 East 9th Avenue,#APT 000102,Anchorage,AK,99501
B000988,3500 15th Street Northeast,,Washington,DC,20017
B000989,4981 Shirley Way,,Livermore,CA,94550
B000990,1300 Lemos Lane,,Fremont,CA,94539
B000991,5000 V Street Northwest,,Washington,DC,20007
B000992,6823 Forsythe Drive,,Panama City,FL,32404
B000993,1522 South 36th Street,,Louisville,KY,40211
B000994,313 Lone Oak Drive,,Norman,OK,73071
B000995,970 Old Oak Road,,Livermore,CA,94550
B000996,1653 Brooks Avenue,,Fayetteville,AR,72701
